ID,Genero,Casado,Edad,Graduado,Profesion,experiencia_laboral,Gastoscore,Family_Size,anno_nacimiento,Generacion,ingresos_anuales_brutos,Provincia,Digital_encuesta,Gasto_medio_mensual_cuota,Abandono,Dias_cliente,Campanna_anno,Cluster,PCA1,PCA2
1807,1,0,-0.7552616868785996,0,3,1,-0.1510479051900146,2.089958182663996,0.7555097829005281,3,-0.6845715504392869,20,-0.0565808356939644,-0.5330863202314747,1,-0.5039476751855921,-0.7128141009088751,1,2.472698855232135,-1.369746180900202
1919,1,1,0.8724089883614183,1,7,0,1.4650151279617671,0.7981101033900488,-0.8721869920308,1,0.321282381434155,2,-0.4810221546630075,1.2107324048461163,0,-1.2094152288930091,-0.7128141009088751,5,-2.079340318988257,-0.9274300654827347
2030,0,1,2.1202898393787653,1,0,0,-1.7671109383417964,-1.1396620155208714,-2.120087852811485,0,1.6410426127061897,25,-0.462339071773851,0.1644411697995617,0,-0.9541031618369916,-0.7128141009088751,0,-3.948314113680322,-0.9136898142036957
2141,1,1,0.3298520966147456,1,1,0,-0.1510479051900146,-1.1396620155208714,-0.329621400387024,1,1.9139126438545624,10,-0.527969388589606,0.1644411697995617,0,-1.659570715544409,-0.7128141009088751,2,-2.156601860263371,-1.2728535697112955
2252,0,0,-1.5148413353239414,0,3,2,-0.1510479051900146,0.7981101033900488,1.5151016112018143,2,-0.9843760394426148,42,0.4440299750539473,-0.5330863202314747,0,-0.5509788454327533,-0.7128141009088751,1,3.2730354723805806,-0.6873266098889214
2363,1,1,-0.6467503085292651,1,0,1,-0.1510479051900146,-0.493737975883898,0.6469966645717729,3,-0.9040239238103964,24,-0.3871276868098106,-0.5330863202314747,0,0.3829258209037323,-0.372545108797672,1,1.1570262391448751,0.19832209496069184
2474,0,0,-0.429727551830596,1,0,1,-0.1510479051900146,-0.493737975883898,0.4299704279142624,3,-0.671795310221177,0,-0.3100000882161132,-0.5330863202314747,1,-1.0951966725784752,-0.7128141009088751,1,1.5331463233157663,-1.8148341252096667
2585,0,1,0.8724089883614183,0,2,0,1.4650151279617671,0.1521860637530754,-0.8721869920308,1,0.1715493586572342,45,-0.4062898231063814,-0.5330863202314747,0,-0.5039476751855921,-0.7128141009088751,5,-1.3014004423695429,-0.46765380115473315
2696,1,1,0.7638976100120838,0,0,0,1.4650151279617671,0.1521860637530754,-0.7636738737020448,1,1.9727453968236064,11,0.0061751606773048,5.395897345032335,1,-0.020198495500506,-0.7128141009088751,5,-3.2234346113301426,-0.6285456624479175
2807,1,0,-0.7552616868785996,0,3,1,-0.1510479051900146,3.3818062619379425,0.7555097829005281,3,-1.0719482819972086,18,0.1197108182344867,-0.5330863202314747,0,1.2899555328132688,1.3287998517583437,3,2.8924788797815317,1.9127313011056675
2918,1,1,0.3298520966147456,1,0,0,1.4650151279617671,0.1521860637530754,-0.329621400387024,1,-0.6566781694774532,49,-0.4810221546630075,-0.5330863202314747,0,-0.7256660492079233,-0.7128141009088751,5,-0.9062632283474928,-0.6362486577044102
3030,1,0,-0.4839832410052633,1,0,1,-0.1510479051900146,-1.1396620155208714,0.48422698707864,3,-0.7392583711521233,16,-0.3430547733276978,-0.5330863202314747,0,-1.746914317431994,-0.7128141009088751,1,1.4867817610172587,-1.4972612312808893
3141,0,0,-0.4839832410052633,0,0,1,-0.1510479051900146,0.7981101033900488,0.48422698707864,3,-0.7694926526395709,15,-0.2769454031045286,-0.5330863202314747,1,0.5038631158250039,1.3287998517583437,3,2.1870921732510187,0.6464601072360764
3252,0,1,0.1128293399160766,1,0,0,-0.1510479051900146,0.1521860637530754,-0.1125951637295135,1,1.5103752375836668,23,-0.2654481213265861,1.2107324048461163,0,0.7927688759147081,1.3287998517583437,4,-1.7719151075944162,1.7465188517946573
3363,0,1,-0.1041934167825924,0,5,0,-0.1510479051900146,-0.493737975883898,0.1044310729279968,1,0.0566760111774078,1,-0.4810221546630075,-0.5330863202314747,0,0.8263625689483947,1.3287998517583437,4,-0.51069389894168,1.6445644469276643
3474,1,0,-1.460585646149274,0,3,2,-0.1510479051900146,0.1521860637530754,1.4608450520374368,2,-1.1073156224685323,21,-0.1016118559909058,-0.5330863202314747,1,-0.873478298556144,-0.7128141009088751,1,3.0744075069239614,-1.6466131873903043
3585,1,0,-1.026540132751936,0,1,2,-0.1510479051900146,-1.1396620155208714,1.026792578722416,3,-0.7728770871344345,48,0.5264271611292018,-0.5330863202314747,0,-0.5308226296125415,-0.7128141009088751,1,2.855498037195493,-0.6711362718586078
3696,0,1,2.3373125960774344,0,8,0,-1.7671109383417964,-0.493737975883898,-2.337114089468995,0,0.7473544807166833,25,-0.3032933405123134,2.6057873849081887,0,0.2619885259824608,-0.372545108797672,0,-4.057816907244327,0.15172649907305516
3807,0,0,-0.9722844435772686,1,3,2,-0.1510479051900146,0.7981101033900488,0.9725360195580384,3,-0.987534844971154,3,-0.2218542612518876,-0.5330863202314747,0,-0.9809781162639408,-0.7128141009088751,1,2.8006264085793022,-1.0193302023871667
3918,1,0,-0.7010059977039323,0,5,1,-0.1510479051900146,-1.1396620155208714,0.7012532237361504,3,-0.9773533378657728,47,-0.0896355208055491,-0.5330863202314747,0,-0.3897291188710579,-0.7128141009088751,1,2.039658157293288,-0.5985386792689017
4029,0,1,-0.9180287544026012,0,3,2,1.4650151279617671,1.4440341430270225,0.9182794603936608,3,-0.922807535256889,1,-0.3210183165866414,-0.5330863202314747,0,0.1813636627016131,-0.372545108797672,1,2.560854587130468,0.15227245038662682
4141,0,1,-0.9180287544026012,1,0,2,-0.1510479051900146,-0.493737975883898,0.9182794603936608,3,-0.946188336892238,38,-0.409164143550867,-0.5330863202314747,0,1.491517691015388,2.00933783598075,3,2.010749505934149,2.511378805371541
4252,1,1,0.7638976100120838,1,0,0,1.4650151279617671,-0.493737975883898,-0.7636738737020448,1,-0.1872289014190907,6,-0.05945515613845,0.1644411697995617,0,1.3101117486334808,1.3287998517583437,4,-1.5837133365727487,2.0719571487272246
4363,0,0,0.2213407182654111,1,0,0,-0.1510479051900146,-1.1396620155208714,-0.2211082820582687,1,0.2207364733159176,35,-0.4436559888846945,0.1644411697995617,0,-1.7805080104656803,-0.7128141009088751,2,-0.8287216606502873,-1.4550389991245365
4474,0,0,-1.2978185786252725,0,3,2,-0.1510479051900146,-0.493737975883898,1.298075374544304,2,-1.0887576399883645,41,0.6093034006118705,-0.5330863202314747,1,0.2619885259824608,-0.372545108797672,1,2.9350240700286587,-0.6809729023250144
4585,0,0,-0.9722844435772686,1,0,2,-0.1510479051900146,0.1521860637530754,0.9725360195580384,3,-0.9449755811982452,14,-0.2218542612518876,-0.5330863202314747,0,-1.7334768402185194,-0.7128141009088751,1,2.7178420427725603,-1.4964886208947057
4696,0,1,0.3298520966147456,1,0,0,-0.1510479051900146,-0.493737975883898,-0.329621400387024,1,-0.0795192736200587,42,-0.396708754958096,0.1644411697995617,1,0.6113629335328008,1.3287998517583437,4,-1.309348131662449,0.8078007159534993
4807,1,1,-0.2127047951319269,0,4,0,-0.1510479051900146,-1.1396620155208714,0.212944191256752,1,-0.8719846105923549,7,-0.0455626073234362,-0.5330863202314747,1,-0.2217606537026252,-0.7128141009088751,2,-0.2719217225973564,-1.1654237222860617
4918,0,1,2.1202898393787653,0,8,0,-1.7671109383417964,-0.493737975883898,-2.120087852811485,0,-0.2282369660485205,47,-0.1624516387325181,-0.5330863202314747,0,-0.5039476751855921,-0.7128141009088751,0,-2.7969587740180586,-0.701867763315845
5029,1,1,-0.1584491059572597,1,0,0,1.4650151279617671,0.7981101033900488,0.1586876320923744,1,0.2482914108282648,16,-0.0125079222118516,-0.5330863202314747,1,-0.7458222650281352,-0.7128141009088751,5,-0.6668558574046304,-1.3643459285131014
5140,0,0,-0.8637730652279342,1,3,1,-0.1510479051900146,-1.1396620155208714,0.8640229012292833,3,-0.939052820832234,42,-0.4422188286624516,-0.5330863202314747,1,0.046988890566867,-0.372545108797672,1,1.8522987351592146,-0.8408284763939203
5252,1,0,-1.460585646149274,0,3,2,-0.1510479051900146,0.7981101033900488,1.4608450520374368,2,-1.028232669771888,0,0.2787565494960244,-0.5330863202314747,0,-0.3292604714104222,-0.7128141009088751,1,3.2060155767485514,-0.5545279012626059
5363,0,0,0.1128293399160766,1,4,0,-0.1510479051900146,-1.1396620155208714,-0.1125951637295135,1,-0.8320482835529652,23,-0.2654481213265861,-0.5330863202314747,0,0.6516753651732247,1.3287998517583437,4,-0.17396264950331997,1.4252185557890287
5474,0,1,1.0351760558854202,0,0,0,1.4650151279617671,-0.493737975883898,-1.0349566695239327,1,1.4458171495941448,1,-0.0781382390276066,2.6057873849081887,1,-0.9809781162639408,-0.7128141009088751,5,-2.675815034426407,-1.3924845769453023
5585,0,1,-0.429727551830596,1,0,1,1.4650151279617671,-0.493737975883898,0.4299704279142624,3,0.7685636035511614,49,-0.0786172924350208,0.1644411697995617,0,0.2619885259824608,-0.372545108797672,5,0.32246175582565983,0.28455276175660416
5696,1,1,-0.2127047951319269,1,0,0,-0.1510479051900146,-1.1396620155208714,0.212944191256752,1,0.0944124557951362,49,0.0315649912702611,0.1644411697995617,1,0.2149573557352996,-0.372545108797672,2,-1.0467339280518753,-0.5762187988128371
5807,0,1,0.8181532991867511,1,7,0,1.4650151279617671,-0.493737975883898,-0.8179304328664224,1,0.971827098588507,22,-0.359342589179783,0.1644411697995617,0,-1.1422278428256365,-0.7128141009088751,5,-2.1533163074996073,-0.9084171797862322
5918,1,1,1.957522771854764,0,6,0,-0.1510479051900146,-1.1396620155208714,-1.957318175318352,0,0.8849035393120953,42,-0.1624516387325181,2.6057873849081887,0,1.6930798492175072,2.00933783598075,0,-3.77980085427242,2.8039835096606325
6029,1,1,-0.7010059977039323,1,0,1,1.4650151279617671,-0.493737975883898,0.7012532237361504,3,-1.0380757334277828,46,-0.1006537491760773,-0.5330863202314747,0,1.1018308518246245,1.3287998517583437,3,1.3450307987874084,1.9049622455757005
6140,1,0,-1.0807958219266032,1,3,2,-0.1510479051900146,0.7981101033900488,1.0810491378867937,3,-0.8071162827741373,18,0.2457018643844397,-0.5330863202314747,0,0.6919877968136485,1.3287998517583437,3,2.896293342308133,1.4698605517978944
6251,1,0,-0.7010059977039323,1,5,1,-0.1510479051900146,-0.493737975883898,0.7012532237361504,3,-1.0171768504220005,27,-0.3871276868098106,-0.5330863202314747,0,-0.7525410036348725,-0.7128141009088751,1,1.8004944185779659,-0.8641644632785287
6363,0,1,0.1128293399160766,1,0,0,1.4650151279617671,0.1521860637530754,-0.1125951637295135,1,0.4804918207966937,37,-0.4714410865147221,1.2107324048461163,0,1.5116739068356,2.00933783598075,4,-1.4008920603435415,2.7384733814340163
6474,1,1,1.6862443259814273,1,8,0,-0.1510479051900146,-1.1396620155208714,-1.686035379496464,0,0.6022750553701999,37,-0.0690362242867354,0.1644411697995617,0,1.887923268812889,-0.0322761166864688,0,-3.263597996708046,1.4389277510841374
6585,1,1,0.2755964074400784,1,0,0,1.4650151279617671,-0.493737975883898,-0.2753648412226464,1,-0.93671192030662,6,-0.4810221546630075,-0.5330863202314747,0,-1.5655083750500869,-0.7128141009088751,5,-0.847604611839511,-1.2246753523904192
6696,1,1,0.7096419208374165,1,0,0,1.4650151279617671,-0.493737975883898,-0.7094173145376672,1,0.0075453037603055,6,-0.5466524714787625,0.1644411697995617,0,-0.0134797568937687,-0.7128141009088751,5,-1.7089329009089258,-0.15481860427359231
6807,1,1,1.7947557043307618,1,8,0,-1.7671109383417964,0.1521860637530754,-1.794548497825219,0,-0.6999707273909159,34,-0.4340749207364091,-0.5330863202314747,1,-0.8600408213426695,-0.7128141009088751,0,-2.668517175369974,-1.6978147852585934
6918,1,1,0.7638976100120838,1,8,0,-1.7671109383417964,-0.493737975883898,-0.7636738737020448,1,1.3067732990968346,16,-0.153349623991647,0.1644411697995617,0,1.834173359958991,-0.0322761166864688,0,-2.2799287025076467,1.34090896902708
7029,1,1,0.9266646775360856,1,8,0,-1.7671109383417964,-0.493737975883898,-0.9264435511951776,1,0.5682050814552403,3,-0.1064023900650485,0.1644411697995617,0,-0.5576975840394907,-0.7128141009088751,0,-2.1847343538914696,-0.7184732961519774
7140,1,0,-1.0807958219266032,1,7,2,-0.1510479051900146,-0.493737975883898,1.0810491378867937,3,-0.8540189041487877,45,0.2126471792728552,-0.5330863202314747,0,0.4971443772182666,1.3287998517583437,3,2.6682986374509787,1.318765117923912
7251,1,1,-0.7552616868785996,1,5,1,1.4650151279617671,-0.493737975883898,0.7555097829005281,3,-0.8445706911839603,38,-0.3761094584392824,-0.5330863202314747,0,1.9887043479139488,2.00933783598075,3,1.2733712720264403,2.9191068681059895
7362,1,0,-0.9722844435772686,0,0,2,-0.1510479051900146,0.7981101033900488,0.9725360195580384,3,-0.8159722197023634,16,-0.0675990640644927,-0.5330863202314747,0,-0.7525410036348725,-0.7128141009088751,1,3.073903141053537,-0.8052153561887684
7474,1,1,0.8181532991867511,1,0,0,1.4650151279617671,0.7981101033900488,-0.8179304328664224,1,-0.3878976633437077,18,-0.3310784381423411,-0.5330863202314747,0,-1.767070533252206,-0.7128141009088751,5,-1.299038188863278,-1.324370974236034
7585,0,1,-0.2669604843065942,1,1,0,-1.7671109383417964,-0.493737975883898,0.2672007504211296,3,0.8695889732228378,35,-0.4312006002919235,0.1644411697995617,0,-0.6719161403540248,-0.7128141009088751,2,-0.46776924018076776,-0.7299680750060068
7696,1,1,-0.9722844435772686,1,3,2,-0.1510479051900146,-0.493737975883898,0.9725360195580384,3,-0.9898475418759776,1,0.0425832196407893,-0.5330863202314747,0,1.027924727150514,1.3287998517583437,3,2.0381589508331373,1.7230900365829278
7807,0,1,0.4383634749640802,1,7,0,1.4650151279617671,-0.493737975883898,-0.4381345187157792,1,1.967725152322892,25,-0.5092863057004494,0.1644411697995617,1,0.1948011399150877,-0.372545108797672,5,-2.1889804595629876,-0.5005329813737546
7918,0,1,0.2213407182654111,0,0,0,1.4650151279617671,1.4440341430270225,-0.2211082820582687,1,-0.2531689668273485,6,-0.424972905995538,-0.5330863202314747,0,0.4971443772182666,1.3287998517583437,4,-0.319917454708563,1.5560955874525342
8029,0,0,-0.6467503085292651,0,3,1,-0.1510479051900146,0.7981101033900488,0.6469966645717729,3,-0.9481625903475748,11,0.1417472749755432,-0.5330863202314747,0,-0.5576975840394907,-0.7128141009088751,1,2.3532722183430765,-0.7034410531640308
8140,1,1,0.7638976100120838,1,0,0,1.4650151279617671,0.7981101033900488,-0.7636738737020448,1,0.0932561073427245,41,-0.19071578976996,1.2107324048461163,0,-0.5039476751855921,-0.7128141009088751,5,-1.8277364997425771,-0.4079396669437715
8251,0,0,-0.6467503085292651,0,1,1,-0.1510479051900146,0.1521860637530754,0.6469966645717729,3,-0.8818558778690402,21,-0.4752735137740363,-0.5330863202314747,0,-1.028009286511102,-0.7128141009088751,1,2.1978137779719447,-0.9986046275369348
8362,0,0,-0.429727551830596,1,5,1,-0.1510479051900146,-0.493737975883898,0.4299704279142624,3,1.3347230873002494,39,-0.0014896938413234,0.1644411697995617,1,-0.3292604714104222,-0.7128141009088751,2,0.6518916238212922,-1.230333906715356
8473,1,1,0.4383634749640802,0,0,0,-0.1510479051900146,0.1521860637530754,-0.4381345187157792,1,-0.7731027161007588,15,-0.2654481213265861,-0.5330863202314747,1,0.6248004107462755,1.3287998517583437,4,-0.5956570589927417,0.7979864519506772
8585,1,1,0.1128293399160766,1,4,0,1.4650151279617671,-0.493737975883898,-0.1125951637295135,1,0.4487627474073481,1,-0.527969388589606,0.1644411697995617,0,-1.686445669971358,-0.7128141009088751,5,-1.3855525076198716,-1.2596262959350217
8696,0,0,0.3298520966147456,1,8,0,-0.1510479051900146,-1.1396620155208714,-0.329621400387024,1,-0.452427547712439,8,-0.228081955548273,0.1644411697995617,0,0.0873013222072908,-0.372545108797672,2,-0.740112827334178,-0.079850813206117
8807,1,0,-0.8095173760532669,0,3,1,-0.1510479051900146,0.7981101033900488,0.8097663420649056,3,-1.044477955347233,10,0.0425832196407893,-0.5330863202314747,0,0.2821447418026727,-0.372545108797672,1,2.4929590366476493,0.08406152353179888
8918,0,0,-1.026540132751936,0,3,2,-0.1510479051900146,0.1521860637530754,1.026792578722416,3,-0.932565988050412,3,0.4770846601655321,-0.5330863202314747,1,-0.5241038910058041,-0.7128141009088751,1,3.0981671959453894,-1.435918151062367
9029,1,1,1.1436874342347545,1,0,0,-0.1510479051900146,-1.1396620155208714,-1.143469787852688,1,-0.2461462652505067,22,-0.4810221546630075,0.1644411697995617,0,1.68636111061077,2.00933783598075,4,-2.0387280160406496,2.687944889237551
9140,1,1,-0.4839832410052633,0,7,1,1.4650151279617671,0.7981101033900488,0.48422698707864,3,-0.9210589107678762,7,-0.2218542612518876,-0.5330863202314747,0,1.4377677821614896,2.00933783598075,3,1.584815248290542,2.5632193066858724
9251,0,0,-1.460585646149274,0,6,2,-0.1510479051900146,0.1521860637530754,1.4608450520374368,2,-1.17644269702612,22,0.0143190686033474,-0.5330863202314747,0,-1.0347280251178397,-0.7128141009088751,1,3.130247586601415,-1.041427400393627
9362,1,0,-0.7010059977039323,0,3,1,-0.1510479051900146,1.4440341430270225,0.7012532237361504,3,-0.7114213974318708,5,0.0866561331229021,-0.5330863202314747,0,0.1074575380275027,-0.372545108797672,1,2.388082669172368,-0.01675917596377033
9473,1,1,0.4926191641387474,1,0,0,1.4650151279617671,0.1521860637530754,-0.4923910778801568,1,-0.501755680475075,7,-0.4153918378472526,-0.5330863202314747,0,-0.3561354258373714,-0.7128141009088751,5,-1.0799763666000404,-0.40925545078820574
9584,0,1,-0.429727551830596,1,0,1,-0.1510479051900146,-0.493737975883898,0.4299704279142624,3,-0.8505780624123431,13,0.1637837317165995,-0.5330863202314747,0,-0.3091042555902102,-0.7128141009088751,1,1.026133565060097,-0.49798423876149855
9696,0,0,-0.1041934167825924,0,7,0,-0.1510479051900146,0.1521860637530754,0.1044310729279968,1,-0.8976217018909461,11,-0.4340749207364091,-0.5330863202314747,0,0.9405811252629288,1.3287998517583437,3,0.5059035219629725,1.632750285362597
9807,1,1,-0.2127047951319269,0,5,0,1.4650151279617671,-0.493737975883898,0.212944191256752,1,1.5272410028164032,21,0.0866561331229021,2.6057873849081887,1,0.1208950152409773,-0.372545108797672,5,-1.7026311611642833,-0.43386253883332865
9918,1,0,-0.2669604843065942,1,7,0,-0.1510479051900146,0.1521860637530754,0.2672007504211296,3,-0.4505379051194735,16,0.0756379047523739,-0.5330863202314747,0,-0.0336359727139806,-0.7128141009088751,1,0.8469365125518474,-0.3776624609490996
10029,0,1,0.2213407182654111,1,0,0,1.4650151279617671,0.7981101033900488,-0.2211082820582687,1,1.4908301283758298,33,-0.2654481213265861,1.2107324048461163,0,-1.269883876353645,-0.7128141009088751,5,-1.8032489421872364,-0.8747456330601768
10140,0,1,1.0351760558854202,1,0,0,-1.7671109383417964,-0.493737975883898,-1.0349566695239327,1,0.4289356019916059,27,-0.1064023900650485,0.1644411697995617,0,1.16229949928526,-0.0322761166864688,2,-2.102844635577364,0.9122398334987422
10251,1,1,-0.7010059977039323,0,7,1,-0.1510479051900146,-0.493737975883898,0.7012532237361504,3,-0.7298383618080866,10,0.1527655033460714,-0.5330863202314747,0,-1.70660188579157,-0.7128141009088751,1,1.4367468870484357,-1.4173973052029896
10362,1,1,0.7096419208374165,0,0,0,-0.1510479051900146,-1.1396620155208714,-0.7094173145376672,1,-0.2300984050206954,46,-0.1437685558433616,-0.5330863202314747,0,-0.0470734499274552,-0.7128141009088751,2,-1.2393413313875032,-0.25566276023935885
10473,1,1,0.8724089883614183,1,0,0,1.4650151279617671,-1.1396620155208714,-0.8721869920308,1,-0.8397196684079893,45,-0.5370714033304771,-0.5330863202314747,0,-4.227968029414431e-05,-0.7128141009088751,5,-1.5058779478473747,-0.18207733315318228
10584,0,0,-0.3212161734812615,1,0,0,-0.1510479051900146,-1.1396620155208714,0.3214573095855072,3,0.1320924931712835,4,0.0536014480113175,0.1644411697995617,0,0.221676094342037,-0.372545108797672,2,0.4595719224183336,0.07044531407667917
10695,1,1,1.1436874342347545,1,0,0,-1.7671109383417964,-0.493737975883898,-1.143469787852688,1,1.7884347349574965,36,-0.256346106585715,0.1644411697995617,0,1.3638616574873792,2.00933783598075,4,-2.642464528438361,2.4677680429295203
1,1,1,0.8724089883614183,1,5,0,1.4650151279617671,-0.493737975883898,-0.8721869920308,1,1.2313850207237496,1,-0.3219764234014699,0.1644411697995617,1,0.4165195139374189,-0.372545108797672,5,-2.2979830910588372,-0.3785600978153787
112,1,1,-0.8095173760532669,0,4,1,1.4650151279617671,0.1521860637530754,0.8097663420649056,3,-0.849026863268864,43,-0.2659271747340003,-0.5330863202314747,1,-0.9809781162639408,-0.7128141009088751,1,1.6586278178426122,-1.5549364370536325
223,1,1,0.9809203667107528,1,0,0,1.4650151279617671,0.7981101033900488,-0.9807001103595552,1,1.550452582727009,46,-0.05945515613845,1.2107324048461163,0,-1.659570715544409,-0.7128141009088751,5,-2.4900871581795396,-1.1250159421382975
334,1,1,1.4692215692827582,0,2,0,-1.7671109383417964,2.7358822223009693,-1.4690091428389536,1,-0.7779255352559392,49,-0.1159834582133339,-0.5330863202314747,1,-1.048165502331314,-0.7128141009088751,0,-1.2056415668153941,-1.7337620250531047
445,1,1,0.4926191641387474,0,0,0,-0.1510479051900146,0.1521860637530754,-0.4923910778801568,1,0.6853347185983091,39,-0.125085472954205,-0.5330863202314747,1,-0.7256660492079233,-0.7128141009088751,2,-1.1854523345276218,-1.402003903501486
556,1,1,-0.3212161734812615,0,2,0,-1.7671109383417964,1.4440341430270225,0.3214573095855072,3,1.133180013131126,19,-0.3210183165866414,-0.5330863202314747,1,0.3829258209037323,-0.372545108797672,2,0.23086938390568246,-0.5233686314294559
667,0,1,-0.4839832410052633,1,3,1,-0.1510479051900146,-0.493737975883898,0.48422698707864,3,-1.0111130719520367,22,-0.3650912300687542,-0.5330863202314747,0,-0.6987910947809741,-0.7128141009088751,1,1.0490643727444002,-0.773232460236015
778,1,0,-1.5148413353239414,0,5,2,-0.1510479051900146,-0.493737975883898,1.5151016112018143,2,-1.1147613783572323,10,-0.0187356165082371,-0.5330863202314747,0,0.3426133892633085,-0.372545108797672,1,3.054226735314581,0.0915652621371987
889,1,1,-0.8095173760532669,1,1,1,-0.1510479051900146,-0.493737975883898,0.8097663420649056,3,-0.802631907068443,27,-0.3871276868098106,-0.5330863202314747,0,0.7927688759147081,1.3287998517583437,3,1.3026025637571996,1.6061819457753739
908,1,0,2.5543353527761035,0,8,0,-0.1510479051900146,-1.1396620155208714,-2.5541403261265057,0,0.8005183059068313,46,-0.256346106585715,2.6057873849081887,0,-1.6461332383309344,-0.7128141009088751,0,-3.749862359921202,-1.292362381617082
920,0,1,-1.460585646149274,0,3,2,-0.1510479051900146,1.4440341430270225,1.4608450520374368,2,-0.9274611326873264,29,0.3611537355712788,-0.5330863202314747,0,0.8330813075551319,1.3287998517583437,3,2.736991108789535,1.650417488107086
931,1,0,-1.0807958219266032,0,3,2,-0.1510479051900146,0.1521860637530754,1.0810491378867937,3,-0.9263893950972862,15,0.4440299750539473,-0.5330863202314747,1,-0.3494166872306341,-0.7128141009088751,1,3.1053883713275963,-1.3085946427358623
